playerID,week,year,injuryStatus,primaryInjury,practiceStatus
00-0030669,6,2017,,,Limited Participation in Practice
00-0032416,8,2020,Questionable,Knee,Full Participation in Practice
00-0032222,12,2022,Out,Back,Did Not Participate In Practice
00-0035413,3,2023,,,Full Participation in Practice
00-0034286,11,2023,Questionable,Knee,Full Participation in Practice
00-0035244,17,2023,Out,Knee,Did Not Participate In Practice
00-0037008,17,2022,Questionable,Ankle,Limited Participation in Practice
00-0036355,3,2024,Questionable,Ankle,Did Not Participate In Practice
00-0027954,2,2021,,,Full Participation in Practice
00-0030506,18,2023,,,Limited Participation in Practice
00-0027891,4,2018,Questionable,Hip,Limited Participation in Practice
00-0031364,4,2015,Probable,Shoulder,Limited Participation in Practice
00-0033544,3,2020,Out,Concussion,Did Not Participate In Practice
00-0026995,7,2015,Questionable,Concussion,Limited Participation in Practice
00-0035640,4,2019,,,Limited Participation in Practice
00-0032385,12,2023,,,Full Participation in Practice
00-0039812,17,2024,Questionable,Ankle,Limited Participation in Practice
00-0039052,1,2024,Questionable,Concussion,Full Participation in Practice
00-0029786,14,2018,,,Full Participation in Practice
00-0036411,8,2022,Out,Concussion,Did Not Participate In Practice
00-0034804,14,2022,,,Full Participation in Practice
00-0033878,12,2021,,,Limited Participation in Practice
00-0031375,7,2017,Out,Calf,Did Not Participate In Practice
00-0031410,6,2017,,,Full Participation in Practice
00-0036173,14,2021,Out,Ankle,Did Not Participate In Practice
00-0035265,3,2022,Out,Wrist,Did Not Participate In Practice
00-0031380,1,2016,Doubtful,Ankle,Limited Participation in Practice
00-0032953,10,2017,,,Full Participation in Practice
00-0036040,6,2023,Out,Calf,Did Not Participate In Practice
00-0031235,3,2017,,,Limited Participation in Practice
00-0039163,17,2023,,,Full Participation in Practice
00-0030098,17,2023,Out,left Hamstring,Did Not Participate In Practice
00-0031551,7,2016,Doubtful,Ankle,Did Not Participate In Practice
00-0039807,2,2024,Questionable,Concussion,Full Participation in Practice
00-0031404,7,2017,Questionable,Neck,Full Participation in Practice
00-0033950,14,2017,,,Limited Participation in Practice
00-0033908,10,2020,,,Full Participation in Practice
00-0035630,17,2023,,,Full Participation in Practice
00-0036294,2,2024,,,Full Participation in Practice
00-0030538,14,2015,Probable,Neck,Full Participation in Practice
00-0028339,14,2016,Questionable,Foot,Full Participation in Practice
00-0034753,12,2020,Questionable,Thigh,Limited Participation in Practice
00-0032259,15,2015,Questionable,Ankle,Limited Participation in Practice
00-0023449,12,2016,Questionable,Achilles,Did Not Participate In Practice
00-0032521,9,2020,Doubtful,Shoulder,Limited Participation in Practice
00-0033435,14,2020,Out,Hip,Did Not Participate In Practice
00-0036562,3,2021,Questionable,Knee,Full Participation in Practice
00-0036899,4,2022,,,Full Participation in Practice
00-0031503,9,2017,Questionable,right Shoulder,Full Participation in Practice
00-0032765,5,2022,Out,Foot,Did Not Participate In Practice
00-0032401,16,2016,Out,Concussion,Did Not Participate In Practice
00-0038390,12,2023,Out,Knee,Did Not Participate In Practice
00-0031687,14,2024,Questionable,Hip,Limited Participation in Practice
00-0037613,10,2024,,,Did Not Participate In Practice
00-0036407,12,2024,,,Full Participation in Practice
00-0026142,9,2015,Out,Knee,Did Not Participate In Practice
00-0031285,9,2020,Out,Ankle,Limited Participation in Practice
00-0026564,8,2019,,,Full Participation in Practice
00-0028015,15,2019,,,Full Participation in Practice
00-0035687,15,2021,,,Full Participation in Practice
00-0033923,17,2021,Questionable,Ankle,Limited Participation in Practice
00-0032214,8,2018,Out,Foot,Did Not Participate In Practice
00-0032790,15,2021,Out,Forearm,Did Not Participate In Practice
00-0033878,14,2019,Out,Foot,Did Not Participate In Practice
00-0021451,1,2017,,,Did Not Participate In Practice
00-0036621,1,2024,,,Full Participation in Practice
00-0032067,2,2017,,,Full Participation in Practice
00-0032803,18,2019,,,Full Participation in Practice
00-0021146,17,2016,,,Full Participation in Practice
00-0027236,9,2017,,,Full Participation in Practice
00-0032394,17,2021,,,Limited Participation in Practice
00-0024270,4,2019,,,Full Participation in Practice
00-0010346,21,2015,Probable,Foot,Full Participation in Practice
00-0036865,2,2021,,,Full Participation in Practice
00-0032749,13,2018,,,Full Participation in Practice
00-0032053,6,2019,,,Full Participation in Practice
00-0035500,10,2022,Questionable,Groin,Limited Participation in Practice
00-0036251,8,2023,Questionable,Elbow,Did Not Participate In Practice
00-0031381,4,2024,Out,Hamstring,Did Not Participate In Practice
00-0034368,15,2024,Questionable,Hamstring,Full Participation in Practice
00-0035062,12,2020,,,Full Participation in Practice
00-0027986,17,2017,,,Full Participation in Practice
00-0034778,6,2020,Questionable,Abdomen,Limited Participation in Practice
00-0037010,19,2023,,,Full Participation in Practice
00-0022045,17,2017,,,Limited Participation in Practice
00-0027867,8,2020,,,Did Not Participate In Practice
00-0030067,9,2023,Questionable,Knee,Limited Participation in Practice
00-0031404,15,2021,Questionable,Knee,Limited Participation in Practice
00-0032143,7,2021,Doubtful,Pectoral,Limited Participation in Practice
00-0026069,21,2015,Probable,Knee,Full Participation in Practice
00-0030525,4,2019,,,Full Participation in Practice
00-0027265,10,2016,Questionable,Ankle,Did Not Participate In Practice
00-0034345,16,2020,Questionable,Throat,Limited Participation in Practice
00-0033915,7,2017,Out,Thigh,Did Not Participate In Practice
00-0027940,3,2017,,,Full Participation in Practice
00-0032975,1,2016,Questionable,Ribs,Full Participation in Practice
00-0033907,1,2024,Questionable,Toe,Did Not Participate In Practice
00-0031796,17,2015,Out,Concussion,Did Not Participate In Practice
00-0031553,6,2017,Questionable,Hip,Limited Participation in Practice
00-0029608,8,2021,Questionable,Quadricep,Full Participation in Practice
00-0031254,7,2018,Out,Hamstring,Did Not Participate In Practice
00-0029615,8,2018,,,Full Participation in Practice
00-0027966,14,2017,Questionable,Toe,Did Not Participate In Practice
00-0032965,15,2019,Doubtful,Concussion,Did Not Participate In Practice
00-0026564,3,2018,,,Full Participation in Practice
00-0038113,2,2022,Doubtful,Thigh,Did Not Participate In Practice
00-0033297,18,2022,Out,Knee,Did Not Participate In Practice
00-0027992,1,2015,Probable,Shoulder,Full Participation in Practice
00-0027022,5,2018,,,Full Participation in Practice
00-0031904,6,2019,Out,Foot,Did Not Participate In Practice
00-0035655,12,2020,,,Full Participation in Practice
00-0032424,13,2016,,,Limited Participation in Practice
00-0025424,4,2018,,,Full Participation in Practice
00-0031384,17,2020,Out,Ankle,Did Not Participate In Practice
00-0034790,15,2021,Questionable,Hamstring,Limited Participation in Practice
00-0033376,17,2021,Questionable,Knee,Limited Participation in Practice
00-0031417,14,2015,Out,Toe,Did Not Participate In Practice
00-0031914,7,2017,Questionable,Ankle,Limited Participation in Practice
00-0037593,16,2022,Questionable,Concussion,Full Participation in Practice
00-0033928,17,2023,,,Limited Participation in Practice
00-0031573,9,2015,Out,Knee,Did Not Participate In Practice
00-0022045,10,2015,Probable,Concussion,Full Participation in Practice
00-0033906,12,2022,Questionable,Illness,Full Participation in Practice
00-0031045,12,2015,Out,Foot,Did Not Participate In Practice
00-0032697,6,2018,Questionable,Hamstring,Limited Participation in Practice
00-0032171,11,2017,Doubtful,Neck,Limited Participation in Practice
00-0031051,13,2016,Questionable,Illness,Limited Participation in Practice
00-0032362,9,2018,,,Full Participation in Practice
00-0026155,1,2015,Probable,Knee,Full Participation in Practice
00-0036291,3,2020,,,Limited Participation in Practice
00-0030561,5,2020,,,Full Participation in Practice
00-0024244,10,2016,Out,Ankle,Did Not Participate In Practice
00-0024223,14,2016,,,Full Participation in Practice
00-0032420,12,2020,Out,Ankle,Did Not Participate In Practice
00-0032248,12,2017,Questionable,Calf,Full Participation in Practice
00-0033156,3,2021,Questionable,Foot,Did Not Participate In Practice
00-0029284,15,2016,,,Limited Participation in Practice
00-0032061,14,2017,,,Full Participation in Practice
00-0032423,1,2018,Doubtful,Hamstring,"
    "
00-0031546,4,2018,,,Full Participation in Practice
00-0032437,4,2021,,,Full Participation in Practice
00-0027939,1,2017,Questionable,right Shoulder,Full Participation in Practice
00-0034473,7,2021,,,Full Participation in Practice
00-0032785,12,2021,Out,Concussion,Did Not Participate In Practice
00-0032146,7,2022,,,Full Participation in Practice
00-0030140,16,2023,,,Full Participation in Practice
00-0022414,12,2015,Probable,Shoulder,Full Participation in Practice
00-0034490,6,2019,Out,Hamstring,Did Not Participate In Practice
00-0031068,17,2017,,,Full Participation in Practice
00-0027944,14,2016,Questionable,Toe,Did Not Participate In Practice
00-0031371,11,2017,,,Full Participation in Practice
00-0034054,10,2020,Questionable,Quadricep,Limited Participation in Practice
00-0031411,4,2024,,,Full Participation in Practice
00-0027966,2,2022,Questionable,Ankle,Limited Participation in Practice
00-0028912,8,2016,,,Did Not Participate In Practice
00-0030515,8,2016,Out,Ankle,Did Not Participate In Practice
00-0031182,13,2019,,,Full Participation in Practice
00-0036374,9,2024,Out,Quadricep,Did Not Participate In Practice
00-0031256,2,2017,Questionable,Hamstring,Limited Participation in Practice
00-0027658,5,2016,,,Full Participation in Practice
00-0034675,15,2024,,,Full Participation in Practice
00-0032420,9,2017,Doubtful,Neck,Did Not Participate In Practice
00-0032450,7,2016,Questionable,Ankle,Limited Participation in Practice
00-0031235,17,2023,,,Did Not Participate In Practice
00-0036303,1,2022,,,Full Participation in Practice
00-0032772,1,2020,,,Full Participation in Practice
00-0033069,14,2016,Out,Shoulder,Did Not Participate In Practice
00-0031297,1,2021,,,Full Participation in Practice
00-0032399,4,2023,,,Full Participation in Practice
00-0034968,16,2023,Out,Shoulder,Did Not Participate In Practice
00-0039821,16,2024,,,Limited Participation in Practice
00-0025442,10,2015,Probable,Neck,Full Participation in Practice
00-0036562,2,2021,Questionable,Knee,Limited Participation in Practice
00-0027953,3,2015,Probable,Elbow,Limited Participation in Practice
00-0033895,3,2017,Questionable,Thigh,Limited Participation in Practice
00-0027701,19,2017,,,Full Participation in Practice
00-0034829,16,2020,Questionable,Shoulder,Limited Participation in Practice
00-0029794,2,2015,Probable,Knee,Full Participation in Practice
00-0031560,6,2017,,,Full Participation in Practice
00-0033941,4,2020,Questionable,Groin,Full Participation in Practice
00-0034752,11,2021,,,Full Participation in Practice
00-0036992,6,2023,Out,Hamstring,Did Not Participate In Practice
00-0038996,4,2024,,,Full Participation in Practice
00-0032378,11,2024,,,Did Not Participate In Practice
00-0024268,6,2015,Questionable,Concussion,Full Participation in Practice
00-0038477,7,2024,,,Full Participation in Practice
00-0034516,14,2023,Out,Concussion,Did Not Participate In Practice
00-0036331,13,2021,,,Full Participation in Practice
00-0033147,17,2016,,,Full Participation in Practice
00-0028005,8,2015,Out,Knee,Did Not Participate In Practice
00-0031019,12,2017,Questionable,Back,Limited Participation in Practice
00-0031799,11,2019,Out,Groin,Did Not Participate In Practice
00-0031387,9,2021,Out,Hamstring,Did Not Participate In Practice
00-0034376,2,2019,Out,Hamstring,Did Not Participate In Practice
00-0029144,10,2021,,,Full Participation in Practice
00-0035864,18,2022,Out,Chest,Did Not Participate In Practice
00-0031236,16,2023,,,Limited Participation in Practice
00-0029284,17,2015,Questionable,Groin,Limited Participation in Practice
00-0029285,4,2019,,,Full Participation in Practice
00-0033571,10,2022,,,Full Participation in Practice
00-0031547,18,2023,Questionable,Ribs,Limited Participation in Practice
00-0038579,5,2024,,,Limited Participation in Practice
00-0036231,11,2024,Questionable,Ankle,Limited Participation in Practice
00-0033544,17,2018,,,Full Participation in Practice
00-0032889,17,2023,,,Limited Participation in Practice
00-0035625,3,2020,,,Full Participation in Practice
00-0033873,9,2023,,,Full Participation in Practice
00-0036497,3,2024,Questionable,Foot,Limited Participation in Practice
00-0032580,7,2024,Questionable,Shoulder,Limited Participation in Practice
00-0031376,10,2022,Questionable,Shoulder,Limited Participation in Practice
00-0035020,14,2024,Questionable,Knee,Limited Participation in Practice
00-0037758,15,2024,Doubtful,Quadricep,Limited Participation in Practice
00-0032753,8,2022,,,Full Participation in Practice
00-0034982,5,2020,,,Full Participation in Practice
00-0029542,9,2023,,,Did Not Participate In Practice
00-0031382,11,2019,,,Full Participation in Practice
00-0032764,12,2022,,,Full Participation in Practice
00-0032209,7,2018,,,Full Participation in Practice
00-0031367,7,2020,,,Did Not Participate In Practice
00-0028009,19,2017,Out,Knee,Did Not Participate In Practice
00-0032128,6,2018,,,Full Participation in Practice
00-0027688,10,2018,,,Full Participation in Practice
00-0029620,14,2018,Questionable,Knee,Limited Participation in Practice
00-0033288,4,2020,,,Full Participation in Practice
00-0026327,14,2017,,,Full Participation in Practice
00-0032759,6,2024,,,Full Participation in Practice
00-0033791,8,2020,,,Full Participation in Practice
00-0034673,11,2021,Questionable,Hamstring,Limited Participation in Practice
00-0039144,5,2024,Questionable,Ankle,Did Not Participate In Practice
00-0026898,3,2017,,,Full Participation in Practice
00-0038124,5,2024,Doubtful,Ankle,Did Not Participate In Practice
00-0029111,11,2018,,,Limited Participation in Practice
00-0029764,4,2017,Questionable,Quadricep,Did Not Participate In Practice
00-0032450,13,2017,,,Full Participation in Practice
00-0031417,17,2018,,,Full Participation in Practice
00-0027691,18,2017,,,Limited Participation in Practice
00-0031095,15,2020,,,Full Participation in Practice
00-0033040,15,2022,,,Full Participation in Practice
00-0036237,18,2021,,,Full Participation in Practice
00-0036441,12,2024,,,Full Participation in Practice
00-0032103,3,2023,Out,Hand,Did Not Participate In Practice
